Id,Response
11430,8
11431,8
11432,8
11433,1
11435,8
11437,7
11439,6
11441,4
11444,8
11447,8
11458,1
11461,8
11464,6
11467,2
11471,8
11476,4
11477,1
11480,8
11485,1
11487,8
11489,8
11500,1
11502,1
11509,8
11518,1
11521,3
11523,8
11526,1
11528,6
11534,6
11542,5
11548,3
11550,6
11551,4
11552,3
11565,1
11566,1
11570,8
11572,8
11584,8
11588,8
11592,6
11598,2
11604,8
11606,1
11607,8
11609,8
11613,1
11615,8
11616,8
11617,1
11619,8
11621,8
11622,8
11623,5
11625,1
11629,8
11634,5
11637,8
11642,1
11657,5
11663,8
11666,2
11671,6
11681,1
11683,5
11694,8
11697,8
11700,8
11703,8
11713,1
11721,6
11725,6
11729,8
11736,8
11739,6
11740,8
11744,1
11750,6
11752,6
11753,8
11754,5
11759,6
11760,7
11767,8
11772,2
11776,1
11780,6
11783,4
11786,8
11790,8
11792,3
11797,4
11799,8
11801,8
11807,8
11813,5
11818,8
11835,1
11842,1
11843,8
11850,8
11861,8
11868,8
11871,1
11877,6
11887,7
11891,6
11897,8
11900,8
11906,6
11911,8
11913,1
11914,8
11915,8
11921,1
11925,1
11926,8
11932,8
11933,8
11936,1
11939,8
11941,3
11946,1
11947,5
11953,1
11958,5
11959,8
11960,8
11961,3
11962,1
11977,8
11978,8
11985,8
11986,8
11992,2
11997,5
12001,8
12006,2
12010,8
12017,8
12019,8
12041,5
12044,8
12050,1
12055,5
12062,8
12064,8
12068,7
12072,8
12073,8
12077,1
12080,1
12082,2
12088,8
12090,1
12092,6
12093,8
12094,8
12099,1
12106,6
12115,8
12124,8
12128,8
12132,5
12139,1
12147,8
12154,6
12162,2
12167,1
12169,8
12170,8
12171,8
12173,6
12178,8
12180,8
12182,1
12185,6
12195,4
12198,8
12204,8
12205,8
12206,1
12207,1
12209,1
12212,3
12215,7
12230,8
12236,2
12241,8
12244,8
12246,1
12261,8
12262,8
12265,1
12267,5
12268,8
12276,1
12279,6
12292,1
12295,1
12297,8
12308,8
12312,8
12317,6
12318,1
12321,8
12326,8
12328,8
12331,1
12336,1
12341,8
12343,1
12345,8
12349,8
12350,1
12353,5
12354,8
12361,1
12366,8
12380,8
12381,8
12386,6
12393,8
12396,8
12397,1
12401,1
12404,5
12410,1
12413,8
12417,8
12423,8
12428,8
12431,5
12433,8
12436,8
12440,8
12441,6
12448,1
12450,3
12452,1
12454,5
12457,8
12458,5
12459,6
12460,3
12472,8
12481,8
12483,8
12485,6
12486,6
12490,5
12499,2
12501,8
12506,8
12507,8
12512,5
12513,4
12515,8
12521,8
12526,8
12538,8
12542,5
12547,8
12548,1
12549,8
12553,5
12554,8
12556,1
12561,6
12562,5
12563,8
12565,3
12568,8
12569,8
12570,3
12577,6
12578,3
12582,2
12583,8
12597,6
12601,8
12606,4
12607,8
12619,1
12622,8
12625,6
12631,8
12635,5
12636,8
12641,1
12643,8
12651,8
12655,8
12660,8
12664,8
12677,8
12681,8
12683,6
12688,8
12689,1
12693,8
12694,8
12696,1
12707,1
12716,5
12720,1
12734,3
12735,8
12738,8
12741,1
12746,1
12753,8
12758,8
12760,8
12768,5
12771,6
12776,6
12780,6
12790,5
12792,1
12793,8
12795,8
12796,8
12797,3
12800,4
12803,8
12807,5
12809,1
12812,4
12816,8
12818,5
12819,1
12823,8
12825,7
12827,8
12829,3
12830,8
12838,8
12839,8
12843,5
12847,1
12848,2
12871,1
12873,7
12874,5
12875,8
12883,8
12890,6
12895,8
12900,6
12901,8
12902,8
12903,8
12904,1
12905,1
12908,3
12911,8
12912,5
12924,8
12930,1
12941,8
12950,8
12951,8
12956,7
12958,8
12967,3
12968,6
12980,8
12982,8
12983,1
12988,1
12996,8
12999,8
13005,1
13008,1
13009,3
13011,4
13012,2
13013,3
13015,8
13016,8
13018,2
13021,8
13024,6
13026,8
13031,6
13032,8
13034,8
13036,8
13039,6
13040,1
13043,4
13044,5
13060,1
13065,4
13075,8
13080,8
13088,1
13095,8
13102,8
13105,1
13107,1
13111,3
13112,1
13120,8
13122,8
13123,8
13124,8
13130,1
13132,3
13140,8
13142,8
13143,4
13144,1
13148,8
13151,8
13154,6
13166,8
13169,1
13175,8
13177,1
13178,8
13179,1
13182,8
13186,8
13188,8
13193,8
13199,1
13206,4
13216,8
13218,8
13228,8
13231,8
13235,1
13246,8
13253,8
13256,8
13259,8
13262,1
13266,1
13269,8
13271,6
13273,8
13274,8
13283,1
13288,8
13296,4
13297,8
13305,8
13312,8
13316,8
13319,8
13320,5
13328,6
13329,8
13335,6
13338,1
13340,5
13344,5
13345,3
13347,3
13350,1
13352,8
13354,1
13362,1
13368,6
13371,7
13374,8
13376,1
13377,3
13381,8
13385,8
13387,6
13395,1
13399,3
13406,8
13407,8
13411,8
13412,8
13422,8
13425,8
13427,1
13431,8
13438,8
13444,6
13445,8
13451,3
13454,1
13459,6
13465,1
13466,1
13472,6
13474,1
13478,3
13480,8
13483,8
13486,6
13499,8
13507,1
13511,8
13521,6
13522,2
13539,1
13541,8
13552,5
13556,2
13557,8
13561,1
13564,3
13573,5
13580,3
13583,1
13584,5
13585,1
13589,8
13590,8
13599,8
13601,5
13604,1
13611,8
13623,1
13629,5
13630,3
13632,8
13633,8
13636,8
13637,8
13644,1
13649,8
13652,8
13657,5
13661,8
13662,8
13664,1
13666,8
13680,6
13681,8
13684,5
13687,1
13689,1
13691,8
13692,4
13697,8
13701,8
13703,3
13709,2
13710,8
13712,8
13720,7
13721,1
13725,6
13728,6
13732,8
13736,2
13740,8
13744,8
13746,7
13750,1
13751,8
13754,8
13756,5
13764,6
13767,8
13776,8
13778,8
13784,8
13788,5
13789,2
13794,5
13798,3
13804,8
13806,1
13807,8
13808,8
13811,8
13831,1
13836,3
13840,8
13841,6
13843,8
13848,6
13851,8
13858,8
13865,1
13869,6
13871,5
13872,8
13873,8
13874,1
13876,2
13884,8
13893,7
13897,8
13907,5
13912,8
13917,3
13932,7
13933,1
13939,5
13942,8
13943,1
13954,5
13956,8
13960,3
13964,4
13965,1
13967,3
13971,1
13972,6
13973,5
13974,8
13976,8
13979,1
13990,8
13994,6
14008,8
14016,8
14023,8
14032,5
14035,8
14038,8
14040,8
14045,1
14052,8
14054,8
14056,5
14076,5
14078,3
14080,8
14085,8
14089,3
14090,8
14091,8
14096,1
14105,8
14108,6
14110,8
14117,1
14118,1
14119,1
14120,8
14122,1
14123,1
14124,5
14125,1
14135,5
14136,8
14138,8
14144,3
14146,1
14151,8
14163,8
14179,8
14181,1
14186,4
14190,1
14197,8
14198,6
14202,6
14203,8
14205,4
14208,3
14211,8
14220,8
14223,8
14227,8
14228,1
14237,5
14238,5
14240,1
14252,8
14254,8
14257,1
14260,5
14264,6
14266,8
14272,8
14273,3
14276,8
14277,1
14278,6
14279,6
14305,8
14313,6
14316,7
14318,1
14322,6
14334,1
14342,8
14346,8
14348,6
14350,8
14357,8
14359,1
14361,8
14363,8
14366,4
14371,6
14372,4
14375,1
14378,8
14380,8
14382,1
14384,8
14385,5
14388,8
14389,3
14391,2
14392,8
14402,6
14412,8
14414,8
14427,1
14428,8
14443,3
14449,1
14453,1
14460,6
14462,1
14465,1
14468,8
14472,8
14474,8
14475,5
14477,8
14479,4
14482,8
14489,8
14497,8
14500,8
14508,8
14509,8
14522,8
14525,3
14538,6
14539,1
14541,7
14543,3
14544,6
14549,3
14550,1
14552,8
14556,5
14563,8
14564,8
14566,1
14572,1
14574,8
14575,8
14579,2
14582,6
14585,6
14591,3
14592,8
14595,8
14604,1
14607,8
14612,8
14616,1
14618,1
14632,8
14633,8
14634,3
14635,4
14650,8
14657,1
14661,8
14662,8
14664,8
14672,6
14677,8
14681,8
14684,8
14689,8
14697,6
14700,1
14701,8
14717,8
14721,8
14733,8
14735,1
14737,5
14739,1
14740,8
14748,8
14750,8
14752,8
14754,2
14755,8
14763,6
14765,3
14779,6
14782,1
14785,4
14790,3
14792,8
14801,8
14812,1
14813,6
14816,6
14817,1
14819,8
14823,8
14831,8
14836,6
14838,6
14840,6
14844,8
14849,6
14851,8
14852,8
14858,6
14859,5
14862,4
14863,3
14869,8
14879,8
14882,8
14885,8
14890,8
14893,1
14897,8
14898,8
14901,1
14902,8
14917,1
14922,8
14924,8
14934,8
14940,8
14941,6
14945,1
14948,1
14956,1
14962,1
14963,8
14966,8
14972,8
14974,8
14977,8
14980,8
14990,8
14991,1
14998,1
15000,8
15014,8
15021,5
15025,8
15031,5
15036,8
15042,8
15047,1
15049,8
15055,8
15058,8
15059,8
15061,1
15069,8
15070,1
15072,8
15077,3
15085,8
15101,4
15105,1
15107,1
15108,2
15109,8
15111,2
15112,8
15113,1
15122,8
15128,3
15129,6
15131,8
15135,1
15136,7
15138,8
15140,8
15151,1
15160,8
15170,4
15171,1
15177,1
15184,3
15187,8
15195,8
15196,1
15202,1
15203,8
15205,1
15220,6
15222,8
15224,8
15226,5
15229,8
15232,8
15234,7
15250,8
15254,8
15258,1
15260,5
15261,8
15272,1
15276,8
15278,8
15282,8
15289,5
15290,8
15294,1
15298,6
15300,1
15304,6
15307,8
15308,5
15314,8
15322,1
15323,3
15330,8
15333,1
15334,1
15335,8
15341,6
15342,2
15343,3
15345,8
15346,8
15355,6
15356,8
15360,2
15364,6
15368,6
15389,2
15398,8
15400,1
15401,1
15405,2
15406,7
15408,6
15414,2
15416,5
15417,8
15428,3
15431,8
15434,8
15436,6
15437,8
15438,1
15440,6
15448,8
15449,2
15450,3
15451,8
15454,8
15459,8
15466,8
15468,3
15475,8
15478,1
15482,6
15483,8
15485,8
15494,8
15497,8
15504,6
15507,8
15519,8
15520,1
15521,5
15524,6
15534,8
15539,8
15540,4
15541,8
15543,8
15547,8
15548,8
15551,8
15563,8
15565,7
15569,8
15570,8
15572,5
15575,6
15584,5
15585,8
15587,8
15588,5
15592,8
15593,2
15599,1
15603,3
15605,8
15606,8
15607,2
15622,8
15623,1
15628,8
15630,1
15632,8
15635,8
15642,8
15643,8
15647,1
15648,4
15651,1
15652,8
15655,6
15656,4
15657,8
15659,5
15663,8
15664,1
15665,8
15666,8
15667,8
15672,5
15676,8
15685,1
15697,8
15705,6
15706,8
15715,8
15720,8
15724,1
15725,5
15726,8
15729,8
15731,7
15745,8
15753,1
15754,3
15760,8
15763,5
15764,1
15767,8
15770,4
15772,6
15777,5
15781,8
15784,8
15785,8
15799,3
15803,4
15805,3
15806,8
15808,8
15810,2
15816,8
15818,8
15824,5
15825,5
15827,8
15834,1
15835,6
15837,8
15839,8
15843,3
15845,6
15850,1
15852,8
15853,1
15864,4
15866,2
15868,1
15869,8
15876,8
15877,3
15882,2
15891,1
15900,7
15905,8
15913,8
15918,8
15925,1
15933,1
15936,3
15939,3
15940,8
15944,1
15945,8
15950,8
15951,2
15958,2
15971,3
15972,1
15976,6
15979,1
15980,1
15984,8
15985,1
15986,8
15987,3
15988,8
15990,8
15991,8
15993,4
16008,8
16009,8
16011,5
16016,1
16022,1
16024,3
16025,3
16031,5
16032,5
16036,8
16039,8
16043,6
16044,1
16046,1
16051,6
16052,8
16056,1
16057,8
16061,1
16067,4
16070,5
16073,1
16075,8
16076,6
16079,8
16081,6
16082,8
16083,5
16086,8
16088,6
16094,5
16097,2
16099,8
16102,6
16107,8
16112,8
16115,1
16119,8
16120,8
16123,1
16128,8
16134,5
16138,6
16141,8
16142,8
16144,3
16154,6
16155,5
16159,1
16161,8
16163,3
16168,8
16169,8
16170,5
16173,6
16175,8
16176,8
16177,5
16182,1
16183,7
16186,8
16188,8
16194,6
16201,1
16204,8
16205,8
16208,2
16212,8
16213,6
16221,8
16227,6
16231,1
16233,8
16234,1
16235,8
16238,6
16239,8
16245,1
16247,6
16248,1
16252,5
16257,8
16259,7
16260,1
16262,8
16264,3
16268,8
16273,4
16277,8
16284,6
16290,8
16291,8
16304,8
16307,8
16309,6
16310,3
16317,3
16319,4
16323,8
16329,8
16340,1
16345,6
16348,8
16350,8
16353,8
16363,8
16364,8
16366,1
16379,1
16387,8
16390,5
16392,3
16393,8
16396,5
16398,6
16400,8
16403,8
16409,8
16414,8
16417,3
16418,8
16420,2
16421,8
16422,8
16430,1
16432,6
16433,6
16434,8
16435,6
16436,1
16444,6
16451,8
16458,8
16463,8
16466,3
16469,6
16471,8
16475,1
16480,6
16481,6
16486,1
16489,8
16493,1
16499,2
16507,8
16509,3
16514,2
16515,8
16518,8
16520,3
16525,3
16531,1
16532,4
16534,8
16537,6
16538,6
16539,3
16540,1
16549,7
16558,4
16560,3
16569,1
16571,8
16574,8
16581,5
16583,8
16590,8
16594,8
16616,1
16617,1
16619,8
16623,8
16629,1
16634,8
16640,1
16641,1
16642,8
16650,1
16656,1
16658,5
16664,1
16671,8
16676,8
16678,8
16685,1
16693,6
16695,8
16698,8
16702,8
16708,8
16713,6
16727,8
16728,6
16736,8
16743,3
16746,8
16751,8
16752,8
16754,8
16775,3
16782,1
16783,8
16785,8
16796,1
16797,3
16804,5
16814,8
16816,8
16819,1
16828,1
16834,1
16836,2
16840,8
16841,8
16844,1
16845,1
16860,8
16867,8
16869,8
16878,4
16879,6
16885,1
16897,8
16904,2
16905,8
16911,5
16912,3
16916,8
16918,8
16923,8
16927,8
16932,8
16938,1
16939,8
16944,6
16948,8
16956,8
16961,3
16964,1
16966,8
16971,8
16972,8
16978,8
16983,8
16989,6
16990,8
16992,1
16994,8
16997,6
17002,8
17008,8
17015,8
17018,1
17019,6
17026,1
17029,1
17035,1
17038,5
17044,1
17047,3
17051,1
17054,1
17055,8
17070,8
17073,8
17075,6
17078,8
17079,8
17080,6
17081,1
17082,6
17084,1
17090,8
17091,1
17103,8
17120,1
17128,8
17129,5
17130,3
17133,7
17135,8
17136,6
17138,2
17164,4
17165,1
17175,6
17176,1
17189,8
17191,1
17193,8
17194,6
17201,8
17203,3
17208,2
17212,8
17213,4
17214,6
17215,8
17219,8
17225,8
17226,1
17227,8
17233,6
17235,1
17245,8
17254,8
17258,8
17261,2
17262,8
17263,8
17265,2
17273,4
17276,8
17278,5
17281,8
17284,5
17287,6
17290,8
17292,6
17298,8
17299,8
17300,6
17301,8
17302,1
17311,2
17314,3
17321,8
17322,8
17324,5
17328,2
17331,8
17332,8
17337,2
17343,8
17344,1
17345,8
17348,8
17354,1
17362,8
17363,8
17365,8
17376,8
17383,8
17385,2
17391,1
17394,3
17395,8
17396,8
17401,5
17404,8
17405,8
17407,1
17411,8
17424,2
17427,8
17435,8
17438,7
17440,8
17444,8
17445,8
17449,8
17456,8
17458,6
17459,8
17468,8
17470,1
17472,8
17477,3
17479,5
17483,3
17485,8
17492,4
17493,8
17496,1
17499,8
17506,8
17507,3
17513,8
17516,5
17520,1
17524,8
17528,8
17538,8
17541,1
17545,1
17546,1
17552,8
17553,1
17555,4
17565,3
17567,5
17571,6
17573,8
17574,8
17580,1
17582,1
17598,8
17602,5
17606,1
17607,8
17623,8
17632,8
17633,8
17643,2
17646,8
17647,8
17648,8
17657,8
17658,8
17659,8
17667,8
17670,8
17677,7
17678,1
17680,7
17683,1
17684,8
17688,5
17689,6
17693,8
17694,8
17701,8
17702,8
17703,3
17704,8
17708,8
17710,3
17711,6
17712,8
17714,8
17715,8
17716,8
17718,8
17720,1
17724,3
17729,8
17731,8
17734,5
17741,8
17742,1
17744,3
17746,1
17749,6
17752,1
17753,8
17756,8
17757,1
17758,6
17766,1
17769,8
17778,8
17780,4
17781,8
17794,1
17801,1
17805,8
17811,5
17820,8
17824,5
17827,2
17830,8
17832,2
17838,2
17839,6
17840,8
17850,6
17856,8
17859,6
17861,6
17864,8
17868,1
17869,1
17871,1
17872,6
17874,8
17884,5
17885,8
17886,6
17887,6
17892,8
17893,1
17894,8
17897,8
17905,1
17908,8
17913,2
17915,1
17918,1
17922,8
17923,1
17924,1
17925,3
17929,8
17938,4
17940,8
17941,1
17944,1
17953,1
17956,1
17960,5
17965,8
17969,2
17973,1
17977,8
17979,8
17981,6
17982,8
17984,1
17986,1
17989,1
17997,6
17998,5
18000,8
18004,3
18010,1
18012,8
18013,1
18015,1
18027,6
18029,8
18034,4
18043,8
18049,1
18050,8
18053,8
18058,2
18061,1
18063,1
18065,3
18066,3
18071,8
18077,8
18078,6
18083,8
18086,8
18089,8
18096,8
18105,8
18106,8
18107,1
18109,6
18111,8
18115,7
18123,8
18124,6
18125,8
18126,5
18127,8
18132,8
18133,8
18136,8
18145,8
18146,8
18161,8
18166,8
18168,6
18176,8
18177,3
18178,8
18183,8
18184,8
18186,8
18192,8
18193,3
18197,3
18198,1
18204,6
18206,8
18207,3
18211,8
18212,8
18216,1
18223,5
18225,3
18227,5
18228,6
18229,8
18233,3
18244,1
18248,8
18251,2
18253,8
18256,1
18262,4
18269,4
18270,6
18274,5
18275,8
18283,7
18285,8
18291,3
18292,1
18293,8
18294,8
18297,6
18299,8
18302,8
18309,1
18311,8
18313,1
18326,8
18331,5
18335,8
18336,6
18337,6
18342,8
18351,8
18358,8
18359,1
18361,1
18362,8
18367,1
18369,3
18370,8
18374,7
18376,8
18377,5
18378,8
18380,8
18381,8
18383,8
18389,8
18390,1
18393,6
18394,3
18398,3
18400,8
18404,8
18406,1
18407,6
18410,1
18411,1
18412,6
18413,8
18416,8
18422,6
18427,8
18428,8
18430,3
18437,1
18438,1
18443,8
18445,1
18446,1
18453,5
18457,8
18459,5
18460,8
18462,5
18464,1
18469,1
18473,2
18474,7
18479,1
18480,5
18481,6
18484,6
18487,6
18492,1
18502,1
18504,2
18509,7
18512,8
18515,8
18517,1
18521,6
18537,8
18538,3
18542,8
18543,6
18546,8
18549,1
18552,8
18558,8
18560,6
18562,8
18566,8
18568,6
18569,6
18570,1
18571,8
18575,5
18576,1
18585,5
18587,8
18588,6
18589,8
18590,8
18596,8
18597,8
18600,6
18612,8
18615,6
18620,8
18624,3
18629,8
18632,4
18636,1
18637,4
18638,3
18639,8
18640,6
18643,1
18645,8
18646,8
18653,4
18656,8
18662,1
18666,5
18668,1
18671,6
18672,8
18673,4
18677,3
18680,1
18681,1
18683,6
18687,1
18689,8
18691,8
18703,8
18706,2
18715,3
18720,8
18722,1
18737,8
18738,6
18742,8
18744,1
18774,5
18784,3
18785,5
18787,8
18788,1
18798,8
18799,1
18802,8
18810,2
18811,6
18813,1
18816,8
18819,4
18821,8
18823,8
18828,2
18831,3
18833,7
18835,3
18840,3
18843,6
18846,2
18852,8
18867,8
18871,2
18872,8
18879,1
18880,8
18886,3
18888,8
18889,1
18897,6
18898,8
18900,3
18901,3
18908,3
18921,1
18923,6
18932,8
18939,6
18949,1
18951,6
18957,1
18958,1
18975,8
18982,8
18987,1
18990,8
18991,1
18999,1
19008,6
19010,8
19012,8
19014,6
19016,1
19017,8
19018,8
19024,3
19025,8
19030,8
19032,2
19034,4
19041,8
19042,1
19043,8
19045,8
19047,1
19048,8
19050,8
19051,8
19057,8
19060,3
19063,1
19069,8
19073,1
19074,8
19078,1
19080,5
19082,6
19096,1
19104,3
19105,1
19108,8
19112,8
19114,1
19127,1
19128,2
19129,8
19130,1
19131,8
19140,6
19145,6
19147,8
19148,6
19151,1
19160,2
19163,6
19164,7
19168,6
19171,8
19175,2
19180,1
19181,8
19189,8
19191,8
19193,1
19200,1
19202,1
19203,4
19205,1
19206,6
19207,8
19209,6
19213,8
19240,1
19241,8
19243,1
19247,8
19248,8
19252,1
19254,1
19272,1
19273,1
19285,2
19289,5
19295,6
19298,4
19301,8
19304,8
19315,4
19316,8
19317,4
19318,8
19321,1
19322,8
19325,7
19333,5
19341,8
19342,4
19346,6
19348,7
19351,5
19354,8
19356,1
19374,8
19375,6
19376,1
19380,3
19386,5
19388,8
19389,6
19393,3
19398,8
19399,7
19403,5
19406,6
19410,8
19416,8
19417,8
19422,1
19427,1
19436,8
19440,4
19442,1
19443,8
19446,1
19447,8
19456,8
19460,3
19468,8
19469,7
19470,8
19475,1
19478,8
19481,1
19482,5
19488,8
19490,6
19491,1
19497,8
19502,6
19504,1
19508,6
19511,1
19518,8
19520,8
19522,8
19530,8
19542,4
19544,1
19546,1
19547,8
19549,8
19552,6
19556,8
19559,8
19562,3
19564,1
19567,8
19568,3
19580,3
19581,8
19582,8
19585,6
19591,6
19594,2
19598,8
19602,8
19612,8
19613,5
19618,5
19623,1
19624,3
19628,1
19629,8
19631,8
19633,6
19636,8
19637,1
19641,8
19642,1
19655,8
19656,5
19658,8
19664,8
19665,8
19667,8
19668,8
19669,6
19673,8
19675,8
19676,5
19678,5
19680,1
19683,8
19684,8
19692,4
19698,1
19700,2
19702,5
19705,1
19706,8
19707,5
19711,8
19714,8
19718,4
19720,8
19735,1
19736,1
19741,6
19744,8
19745,6
19748,6
19750,8
19763,6
19767,3
19775,8
19778,8
19779,1
19782,8
19784,8
19785,1
19786,5
19788,8
19789,8
19791,1
19792,6
19794,2
19796,5
19802,1
19803,8
19804,1
19806,8
19812,8
19816,7
19818,8
19819,8
19820,2
19821,1
19823,4
19830,8
19834,1
19838,8
19841,8
19843,8
19847,3
19848,8
19850,1
19854,2
19861,7
19865,8
19866,8
19869,1
19871,8
19877,1
19885,8
19886,6
19888,8
19889,8
19895,8
19896,6
19899,6
19901,8
19907,1
19909,1
19910,6
19911,5
19918,5
19919,8
19928,1
19931,8
19944,1
19948,8
19956,8
19957,8
19961,4
19964,8
19965,1
19969,8
19978,6
19982,8
19983,8
19987,2
19988,1
19989,8
19992,8
19995,8
19996,8
20009,1
20017,8
20025,8
20032,8
20034,5
20039,1
20042,1
20044,8
20048,3
20051,7
20056,8
20064,8
20065,8
20069,2
20073,5
20087,8
20088,8
20097,8
20098,8
20106,8
20108,8
20113,1
20117,6
20119,8
20120,1
20122,1
20125,6
20126,4
20127,5
20131,8
20133,2
20136,1
20137,4
20144,3
20146,8
20147,2
20149,8
20158,1
20164,6
20170,2
20172,1
20175,6
20182,1
20187,5
20197,8
20199,7
20201,8
20204,8
20216,8
20221,2
20224,8
20226,5
20227,1
20230,2
20232,5
20235,6
20237,1
20240,8
20243,8
20245,3
20246,1
20250,8
20256,8
20261,1
20274,8
20280,8
20281,6
20282,1
20283,3
20291,5
20294,8
20300,1
20301,8
20306,7
20307,5
20311,6
20318,1
20319,8
20321,2
20324,4
20327,8
20328,6
20330,8
20332,8
20333,5
20334,8
20343,8
20354,8
20358,8
20368,8
20369,4
20371,8
20374,8
20379,8
20380,8
20385,3
20391,5
20392,8
20393,8
20394,5
20404,6
20413,1
20414,1
20418,1
20422,6
20428,1
20431,8
20435,1
20439,1
20454,6
20460,8
20462,1
20464,8
20477,8
20482,8
20484,1
20487,4
20505,3
20506,8
20507,8
20512,1
20514,1
20515,1
20517,8
20522,4
20523,3
20524,6
20525,6
20530,1
20544,8
20545,8
20552,8
20554,4
20557,8
20564,4
20568,3
20570,2
20579,1
20586,2
20591,8
20597,8
20602,8
20608,1
20609,6
20618,8
20619,8
20636,8
20640,8
20646,5
20654,8
20656,3
20661,7
20664,8
20665,8
20666,4
20671,8
20694,2
20695,4
20704,1
20705,5
20707,8
20710,8
20711,1
20712,8
20714,3
20722,1
20732,8
20738,1
20745,8
20746,5
20747,6
20751,8
20755,5
20762,8
20763,8
20769,8
20774,6
20780,8
20782,8
20783,2
20784,1
20811,1
20812,1
20814,8
20825,8
20827,4
20828,1
20830,3
20833,2
20835,8
20843,1
20846,1
20847,2
20849,3
20851,1
20858,8
20863,8
20870,1
20875,7
20879,8
20881,5
20887,1
20892,8
20895,8
20903,1
20905,1
20907,6
20908,8
20912,1
20915,8
20917,3
20918,6
20923,8
20924,5
20925,8
20927,8
20935,1
20937,8
20943,1
20945,8
20949,5
20950,8
20964,8
20970,8
20980,8
20990,1
20991,7
20996,8
21000,8
21002,8
21004,2
21011,8
21014,8
21015,5
21022,3
21026,1
21037,1
21038,1
21039,8
21061,8
21063,8
21065,5
21069,3
21071,8
21084,7
21086,1
21087,1
21089,6
21094,8
21095,8
21098,8
21103,4
21105,8
21106,8
21108,8
21109,6
21111,6
21112,8
21120,8
21125,8
21141,8
21142,8
21144,8
21146,3
21150,8
21159,6
21165,1
21166,1
21180,8
21183,3
21186,4
21187,8
21189,6
21193,8
21194,8
21205,8
21208,8
21209,6
21210,1
21211,3
21214,6
21221,1
21228,5
21235,6
21239,8
21242,8
21244,1
21245,3
21251,8
21260,6
21267,1
21269,8
21275,5
21281,8
21282,4
21286,1
21287,8
21292,1
21294,6
21305,1
21323,6
21329,5
21331,5
21332,6
21334,8
21340,1
21344,8
21346,8
21347,4
21348,1
21354,8
21365,3
21367,6
21368,6
21369,1
21371,8
21377,7
21379,8
21381,6
21382,1
21383,6
21387,4
21390,8
21394,4
21395,6
21397,1
21399,8
21400,4
21401,8
21402,5
21405,4
21406,8
21409,8
21411,8
21412,8
21416,8
21421,5
21422,6
21425,8
21428,8
21431,8
21434,5
21436,2
21444,1
21448,8
21453,8
21457,2
21461,8
21476,2
21480,1
21484,1
21489,1
21490,6
21494,4
21496,8
21506,1
21508,1
21515,3
21516,2
21517,8
21524,6
21543,8
21558,6
21559,1
21566,7
21572,8
21575,8
21578,8
21589,1
21595,1
21596,8
21605,5
21621,5
21628,8
21630,8
21632,8
21643,7
21645,8
21652,1
21660,7
21661,8
21664,1
21665,1
21666,1
21669,8
21673,8
21674,4
21675,3
21676,7
21680,6
21688,2
21693,2
21695,1
21697,1
21699,8
21705,8
21706,2
21707,1
21709,5
21711,1
21712,6
21717,8
21722,8
21726,1
21731,6
21732,2
21744,8
21745,6
21752,8
21759,5
21763,8
21765,1
21772,2
21779,5
21787,2
21790,1
21793,8
21794,2
21799,8
21809,1
21816,6
21819,3
21822,1
21837,1
21838,3
21839,2
21846,6
21848,3
21849,8
21856,5
21858,5
21866,8
21870,8
21873,8
21878,6
21881,8
21887,8
21890,8
21897,8
21902,8
21909,1
21915,6
21918,5
21920,8
21923,4
21924,5
21929,8
21933,1
21944,1
21946,1
21947,1
21953,8
21959,8
21969,1
21972,2
21975,5
21978,8
21979,3
21996,8
22001,8
22016,6
22017,5
22022,1
22028,8
22029,1
22033,8
22034,5
22037,1
22040,8
22042,8
22044,3
22045,5
22048,6
22054,1
22056,1
22057,8
22058,8
22065,1
22069,5
22073,1
22075,5
22077,1
22080,6
22082,5
22084,8
22085,8
22087,3
22089,8
22092,1
22093,6
22097,8
22099,5
22100,3
22101,8
22109,8
22111,8
22113,8
22114,2
22115,8
22117,1
22118,1
22128,8
22131,8
22132,8
22139,8
22140,7
22144,5
22158,1
22161,1
22162,8
22163,1
22164,4
22172,8
22176,5
22179,8
22181,8
22182,8
22184,8
22185,8
22187,4
22188,5
22196,2
22197,8
22213,7
22221,1
22222,8
22223,8
22225,2
22226,2
22227,6
22236,8
22238,1
22239,8
22241,8
22243,1
22244,1
22248,3
22253,8
22255,7
22257,1
22259,8
22267,1
22269,5
22271,6
22272,8
22273,5
22276,1
22279,1
22281,1
22286,8
22288,8
22292,8
22300,8
22301,1
22308,1
22317,8
22318,5
22321,6
22322,8
22328,6
22329,5
22331,8
22333,8
22334,8
22337,6
22338,5
22342,6
22346,1
22348,8
22354,8
22358,6
22359,1
22361,8
22368,1
22369,3
22370,8
22372,8
22375,6
22376,8
22378,8
22379,8
22381,1
22382,1
22394,8
22404,8
22405,3
22406,6
22410,3
22413,3
22420,1
22423,8
22425,1
22428,1
22431,2
22434,6
22440,1
22449,8
22452,8
22453,8
22458,6
22459,5
22464,1
22466,6
22475,8
22480,6
22482,4
22486,8
22487,1
22489,8
22490,5
22493,1
22494,1
22496,8
22500,1
22506,8
22516,8
22520,4
22527,8
22530,6
22534,1
22535,8
22544,2
22546,2
22547,8
22557,8
22559,2
22561,1
22566,1
22567,8
22570,6
22574,6
22584,8
22588,4
22589,8
22590,1
22591,5
22592,8
22596,1
22598,1
22600,1
22602,3
22603,6
22604,2
22610,3
